Temperature,Vibration,Pressure,Flow_Rate,Current,Voltage,FFT_Temp_0,FFT_Vib_0,FFT_Pres_0,FFT_Temp_1,FFT_Vib_1,FFT_Pres_1,FFT_Temp_2,FFT_Vib_2,FFT_Pres_2,FFT_Temp_3,FFT_Vib_3,FFT_Pres_3,FFT_Temp_4,FFT_Vib_4,FFT_Pres_4,FFT_Temp_5,FFT_Vib_5,FFT_Pres_5,FFT_Temp_6,FFT_Vib_6,FFT_Pres_6,FFT_Temp_7,FFT_Vib_7,FFT_Pres_7,FFT_Temp_8,FFT_Vib_8,FFT_Pres_8,FFT_Temp_9,FFT_Vib_9,FFT_Pres_9,Fault_Type
46.006138389940745,2.038361948941895,56.77576626662028,6.184384884245218,12.409519185105198,215.76240317977297,772.4030555849378,32.43653696810859,971.8053329444324,3.760639990038533,0.7340329076542752,30.874568073471508,8.787639238476183,1.1572855650104112,4.36885570129168,22.0885384171332,1.2899624398204828,33.970444830874605,2.527476738771772,0.4367473655328159,23.42855838422488,2.203178125327554,1.6654180873582423,25.82056732710248,2.527476738771772,0.4367473655328159,23.42855838422488,22.0885384171332,1.2899624398204828,33.970444830874605,8.787639238476183,1.1572855650104112,4.36885570129168,3.760639990038533,0.7340329076542752,30.874568073471508,0
62.52916824634877,2.5736682711713375,76.1598432073422,8.279229978440997,14.906389533182749,215.46585891616147,767.6023963558193,32.395556282632754,962.4815170504864,8.365136937707097,0.7245586246695747,27.268295483689055,12.553524682078335,1.13083663595981,8.104434509498875,19.490310389195376,1.2831125837513473,41.364096343026546,6.938894922019745,0.41327571519448686,25.072174294278984,7.003837354445977,1.624437401882405,35.14438322104843,6.938894922019745,0.41327571519448686,25.072174294278984,19.490310389195376,1.2831125837513473,41.364096343026546,12.553524682078335,1.13083663595981,8.104434509498875,8.365136937707097,0.7245586246695747,27.268295483689055,0
77.29501487162544,3.2434906025326966,92.37261387343463,9.172788933156712,15.05405061613334,202.04356827369986,765.965069093824,32.03203924352257,956.2994559719796,9.559769343398791,0.9344011869039626,30.137126618956284,12.29182876454624,0.8034301901682489,13.262436139648175,21.10899293534202,0.9722555483134704,43.4171194875133,5.463528870581039,0.5341889433814464,20.17910606901814,5.366510092450653,1.9879544409925902,28.962322142541495,5.463528870581039,0.5341889433814464,20.17910606901814,21.10899293534202,0.9722555483134704,43.4171194875133,12.29182876454624,0.8034301901682489,13.262436139648175,9.559769343398791,0.9344011869039626,30.137126618956284,0
76.56416376166501,3.142903597416271,94.14955783812927,13.775375314680382,16.417891037530218,216.6990980829856,763.9364377611507,33.039854494875115,956.5322316841061,10.251865777254558,0.1692337876906217,29.91993843357546,10.321110149224303,1.13986996355448,13.293431311901735,20.86372599163531,0.6062508801823985,43.64890786290783,6.577441140395685,1.168588014517312,19.947964492909005,7.3951414251239385,2.995769692345137,28.729546430414814,6.577441140395685,1.168588014517312,19.947964492909005,20.86372599163531,0.6062508801823985,43.64890786290783,10.321110149224303,1.13986996355448,13.293431311901735,10.251865777254558,0.1692337876906217,29.91993843357546,0
78.2816408783436,3.139959551127767,94.44100613028476,11.113106249067517,10.89942491015752,227.32829081821745,746.7548872558216,33.018728974683114,950.212815969408,18.313107261826133,0.1726778493804111,36.06506667099646,14.441648718484812,1.1490881339679782,7.149397462452461,8.163299652251009,0.6273483917513291,45.46178653542014,17.847825654660078,1.1782806740250718,14.754874645342223,9.786409080205203,3.0168952125371327,22.410130715716548,17.847825654660078,1.1782806740250718,14.754874645342223,8.163299652251009,0.6273483917513291,45.46178653542014,14.441648718484812,1.1490881339679782,7.149397462452461,18.313107261826133,0.1726778493804111,36.06506667099646,3
78.40138706939581,3.1975136943039466,94.39166871014831,7.329036861800217,16.777701821541992,207.25767880923206,739.3010649668731,33.53759921945894,977.4437110582633,22.0695378358829,0.4050817016350543,27.103814376163644,20.978525175884116,0.6401592733859238,32.007876372650784,15.612400225633342,0.9123487715398285,29.518684063339602,10.79202515374568,1.2175767745593016,27.953739031780255,2.3325867912567446,3.5357654573129587,4.820764373138786,10.79202515374568,1.2175767745593016,27.953739031780255,15.612400225633342,0.9123487715398285,29.518684063339602,20.978525175884116,0.6401592733859238,32.007876372650784,22.0695378358829,0.4050817016350543,27.103814376163644,0
96.40888282705285,3.3671626436064375,96.3260831062912,10.972072578835274,6.886825105191674,230.4848265105059,737.6603121054142,33.43981191847939,973.3725125968058,22.217216424370534,0.3538246068657399,24.518797375579396,20.889112908651462,0.6524524146958707,31.722654795035186,15.14460139171027,0.8777913792458748,25.449327106222377,11.689909695502747,1.1888667824190264,32.011306520499645,3.9733396527157083,3.6335527582925113,8.8919628345962,11.689909695502747,1.1888667824190264,32.011306520499645,15.14460139171027,0.8777913792458748,25.449327106222377,20.889112908651462,0.6524524146958707,31.722654795035186,22.217216424370534,0.3538246068657399,24.518797375579396,0
77.18559624536215,3.243816791089022,101.98845271545187,6.905392022123269,13.110346342908569,224.87774821084338,724.7000924262051,32.6665063066583,970.7153094300775,19.616344614539898,0.9092963294749776,22.00967538649616,9.319990502316884,0.3814164979499011,34.25488383007037,7.93851376426557,1.651092661456512,26.47011860440823,17.36034846774505,1.8539125582955351,30.036575951186745,8.986880026493395,2.860247146471421,6.23475966786782,17.36034846774505,1.8539125582955351,30.036575951186745,7.93851376426557,1.651092661456512,26.47011860440823,9.319990502316884,0.3814164979499011,34.25488383007037,19.616344614539898,0.9092963294749776,22.00967538649616,0
76.95631550949885,3.336207659110279,98.34674557196804,12.165382107774146,13.535178472645367,212.65766678028962,722.4341554434169,32.10697748879016,958.8475720966918,18.611971265942625,1.4591697992702937,11.05825294235901,7.462172922253866,0.4331358105678833,42.190938299695254,10.113404974207597,1.5696919820487114,36.04098519441889,15.11026445481457,1.312091014584918,34.2185575568736,6.720943043705233,3.419775964339564,18.102497001253482,15.11026445481457,1.312091014584918,34.2185575568736,10.113404974207597,1.5696919820487114,36.04098519441889,7.462172922253866,0.4331358105678833,42.190938299695254,18.611971265942625,1.4591697992702937,11.05825294235901,0
74.9113729404212,3.2664482975767464,96.81888506411117,9.057750696364243,16.899980478213717,218.58470362662152,720.2414069954856,31.422027477033332,958.60929571446,16.765592163423154,2.0066900625860526,10.97327452942029,8.518086392879756,0.6380903447915375,42.09567048400173,9.128676337494948,0.9325326624408993,35.86362778100024,17.065672779435605,1.8073288616846812,34.24311732154571,8.913691491636541,2.7348259525827388,17.864220619021694,17.065672779435605,1.8073288616846812,34.24311732154571,9.128676337494948,0.9325326624408993,35.86362778100024,8.518086392879756,0.6380903447915375,42.09567048400173,16.765592163423154,2.0066900625860526,10.97327452942029,1
